bsn,name,rah,ram,ras,decd,decm,decs,glon,glat,vmag,vmag rank,spectype,specnum
4554,64Gam UMa,11,53,50,53,41,41,140.84,61.38,2.44,87,A0Ve,0
4977,,13,12,49,-66,13,37,305.09,-3.44,5.90,4526,A0Vm:,0
7235,17Zet Aql,19,5,25,13,51,48,46.86,3.25,2.99,170,A0Vn,0
3492,13Rho Hya,8,48,26,5,50,16,221.52,28.62,4.36,766,A0Vn,0
2209,,6,18,51,69,19,11,145.16,22.46,4.80,1259,A0Vn,0
7329,Eta Tel,19,22,51,-54,25,25,342.90,-26.21,5.05,1727,A0Vn,0
1061,4    Tau,3,30,25,11,20,11,173.32,-35.55,5.14,1906,A0Vn,0
567,,1,59,38,64,37,17,130.16,2.71,5.26,2196,A0Vn,0
1751,16    Cam,5,23,28,57,32,40,153.49,11.88,5.28,2254,A0Vn,0
4024,23    LMi,10,16,14,29,18,38,199.96,55.90,5.35,2436,A0Vn,0
7251,51    Dra,19,4,55,53,23,48,83.76,19.56,5.38,2526,A0Vn,0
6025,,16,6,20,67,48,37,101.15,40.09,5.44,2676,A0Vn,0
6484,75Rho Her,17,23,41,37,8,48,61.44,32.71,5.47,2778,A0Vn,0
311,74Psi1Psc,1,5,42,21,27,55,127.35,-41.28,5.56,3061,A0Vn,0
6977,,18,35,13,18,12,12,47.56,11.67,5.78,3985,A0Vn,0
3810,,9,33,26,-22,51,50,254.38,20.82,5.91,4563,A0Vn,0
6182,,16,43,22,-67,25,57,322.52,-13.89,6.03,5226,A0Vn,0
6235,,16,48,27,-14,54,34,4.25,18.81,6.03,5228,A0Vn,0
4172,,10,38,50,-12,26,37,259.53,39.00,6.04,5262,A0Vn,0
4744,,12,28,19,-64,20,29,300.43,-1.58,6.04,5265,A0Vn,0
4911,,12,55,53,-15,19,37,304.52,47.53,6.17,6097,A0Vn,0
2757,,7,18,4,30,57,21,187.09,18.85,6.24,6546,A0Vn,0
2328,,6,26,45,-7,30,41,216.86,-8.89,6.27,6743,A0Vn,0
1056,,3,31,29,49,12,35,147.90,-5.74,6.29,6869,A0Vn,0
3846,37    Hya,9,39,47,-10,34,13,245.37,30.18,6.31,7044,A0Vn,0
3189,,8,8,57,-11,20,23,232.20,11.53,6.32,7118,A0Vn,0
6963,,18,33,23,-5,54,41,25.61,1.30,6.36,7458,A0Vn,0
3039,,7,52,37,55,12,34,162.66,30.56,6.38,7588,A0Vn,0
1826,,5,28,57,-3,18,27,206.28,-19.83,6.39,7661,A0Vn,0
7954,,20,47,48,3,18,24,50.29,-23.93,6.40,7779,A0Vn,0
893,,2,57,33,-38,11,28,243.71,-61.42,6.41,7803,A0Vn,0
8647,67    Aqr,22,43,14,-6,57,46,60.56,-53.52,6.41,7868,A0Vn,0
129,,0,33,19,70,58,54,121.44,8.16,6.42,7874,A0Vn,0
1807,,5,26,39,6,52,9,196.66,-15.36,6.42,7882,A0Vn,0
8816,,23,9,50,-14,30,38,55.87,-63.19,6.42,7923,A0Vn,0
1152,22    Tau,3,46,3,24,31,41,166.09,-23.36,6.43,7930,A0Vn,0
1161,,3,49,20,57,7,5,145.30,2.19,6.46,8136,A0Vn,0
1055,,3,35,12,73,20,49,134.10,14.14,6.57,8649,A0Vn,0
6645,,17,51,13,-30,33,26,359.24,-1.88,6.66,8876,A0Vn,0
3228,,8,14,11,17,40,33,205.47,25.98,6.47,8200,A0VnDel Del,0
2398,49    Aur,6,35,12,28,1,20,186.04,9.13,5.27,2223,A0Vnn,0
336,31    Cas,1,10,39,68,46,43,124.68,5.97,5.29,2269,A0Vnn,0
2901,9Del3CMi,7,34,16,3,22,17,214.81,11.06,5.81,4116,A0Vnn,0
2191,,6,11,28,13,38,19,196.25,-2.44,6.04,5251,A0Vnn,0
6013,8    Her,16,8,47,17,12,21,31.31,43.54,6.14,5908,A0Vnn,0
398,,1,25,47,70,58,48,125.75,8.30,6.49,8299,A0Vnn,0
6629,62Gam Oph,17,47,54,2,42,26,28.02,15.36,3.75,382,A0Vnp,0
793,34Mu  Ari,2,42,22,20,0,42,155.53,-35.74,5.69,3533,A0Vnp:,0
1570,7Pi 1Ori,4,54,54,10,9,3,189.34,-20.25,4.65,1058,A0Vp,0
6944,,18,31,26,-18,24,10,14.30,-4.03,5.14,1924,A0Vp,0
3651,,9,12,13,3,52,2,226.86,32.86,6.14,5888,A0Vp,0
5313,,14,12,16,2,24,34,344.43,58.61,5.01,1643,A0VpSi,0
6470,,17,25,3,-34,41,47,352.79,0.56,6.16,6043,A0VSiCr,0
4528,4    Vir,11,47,55,8,14,45,261.46,65.86,5.32,2356,A1,0
2578,,6,53,55,-24,32,21,235.29,-10.40,6.21,6353,A1,0
2528,,6,49,44,-24,4,33,234.45,-11.07,6.33,7193,A1,0
2850,,7,26,41,-23,42,44,237.93,-3.36,6.56,8619,A1,0
3646,,9,10,23,-23,10,36,250.88,16.66,6.53,8505,A1-2V:,0
7836,1    Del,20,30,18,10,53,45,54.66,-16.21,6.08,5509,A1eShell,0
7573,,19,52,2,24,59,32,61.88,-1.04,5.57,3125,A1Ia,0
618,,2,8,41,58,25,25,132.92,-2.94,5.67,3464,A1Ia,0
7835,42    Cyg,20,29,20,36,27,17,75.85,-1.47,5.88,4437,A1Ib,0
3688,,9,16,4,-44,53,55,268.00,2.87,6.04,5258,A1Ib,0
3487,,8,46,2,-46,2,30,265.38,-1.84,3.91,472,A1III,0
9100,9    Cas,0,4,14,62,17,16,117.47,-0.08,5.88,4442,A1III,0
8605,,22,36,36,11,41,49,78.37,-39.24,6.40,7790,A1III,0
5498,,14,47,12,-52,12,20,320.31,6.72,6.07,5455,A1III-IV,0
2925,,7,34,40,-51,28,29,263.71,-14.64,6.28,6816,A1III-IV,0
4893,,12,49,14,83,24,46,123.01,33.72,5.28,2259,A1IIIShell,0
4819,Gam Cen,12,41,31,-48,57,35,301.26,13.88,2.17,64,A1IV,0
3449,43Gam Cnc,8,43,17,21,28,7,204.17,33.73,4.66,1076,A1IV,0
8641,43Omi Peg,22,41,45,29,18,27,91.71,-25.59,4.79,1252,A1IV,0
7610,61Phi Aql,19,56,14,11,25,26,50.66,-8.80,5.28,2265,A1IV,0
9060,,23,57,20,-62,57,23,313.13,-53.09,5.97,4927,A1IV,0
1809,,5,27,14,15,15,28,189.39,-10.86,6.16,6012,A1IV,0
1042,Chi1For,3,25,56,-35,55,15,237.74,-56.16,6.39,7653,A1IV,0
8203,,21,25,52,0,32,4,53.47,-33.44,6.46,8179,A1IV,0
2869,,7,28,23,-37,48,37,250.66,-9.59,6.58,8696,A1IV,0
5021,,13,18,51,3,41,16,319.73,65.66,6.62,8806,A1IV,0
4963,51The Vir,13,9,57,-5,32,20,311.42,57.03,4.38,788,A1IV s+Am,0
6609,61    Oph,17,44,34,2,34,46,27.50,16.04,6.17,6111,A1IV-V,0
7097,,18,52,60,-46,35,9,349.78,-19.60,6.19,6258,A1IV-V,0
4752,17    Com,12,28,55,25,54,46,225.22,84.82,5.29,2286,A1IVp,0
5055,79Zet UMa,13,23,56,54,55,18,113.11,61.58,3.95,491,A1m,0
4300,60    Leo,11,2,20,20,10,47,222.61,64.13,4.42,821,A1m,0
1376,63    Tau,4,23,25,16,46,38,178.73,-22.41,5.64,3352,A1m,0
7839,,20,30,58,20,36,21,63.06,-10.95,6.18,6185,A1m,0
634,5    Tri,2,11,25,31,31,35,142.27,-28.32,6.23,6482,A1m,0
976,,3,16,2,34,41,19,153.87,-19.35,6.25,6596,A1m,0
7562,,19,51,18,9,37,49,48.48,-8.64,6.25,6650,A1m,0
1460,,4,35,14,-9,44,12,205.87,-34.63,6.37,7490,A1m,0
8361,,21,51,37,65,45,10,105.85,9.04,6.37,7557,A1m,0
839,,2,51,46,58,18,53,138.20,-0.94,6.45,8057,A1m,0
7723,,20,13,41,24,14,20,63.85,-5.61,6.56,8639,A1m,0
6385,,17,10,46,12,28,2,33.11,27.91,6.57,8672,A1m,0
7077,,18,49,36,-19,8,32,15.57,-8.21,6.75,8975,A1m,0
169,,0,38,41,-73,8,14,304.22,-43.96,6.85,9017,A1m,0
3735,,9,23,45,-37,45,26,263.89,8.90,6.48,8256,A1mA5-F0,0
5401,,14,27,12,-46,8,4,319.75,13.59,5.83,4205,A1mA5/7-F2,0
8939,101    Aqr,23,33,17,-20,54,52,47.93,-71.13,4.71,1145,A1n,0
4561,65    UMa,11,55,11,46,28,11,149.10,67.70,7.03,9054,A1pCrEuSr:,0
3465,49    Cnc,8,44,45,10,4,54,216.71,29.71,5.66,3441,A1pEuCr,0
546,5Gam2Ari,1,53,32,19,17,37,142.55,-41.20,4.75,1183,A1pSi,0
1371,,4,23,36,42,25,41,159.24,-5.01,6.23,6486,A1pSi,0
49,,0,14,56,22,17,3,111.92,-39.81,6.24,6528,A1pSi,0
4109,,10,28,44,-3,44,33,249.25,43.76,6.05,5327,A1pSr:,0
2722,,7,14,27,24,42,39,192.84,15.76,6.89,9025,A1pSrCr,0
8933,,23,31,43,28,24,13,102.40,-31.27,6.41,7872,A1pSrCr:Eu:,0
5105,78    Vir,13,34,8,3,39,32,328.27,64.41,4.94,1502,A1pSrCrEu,0
5523,7Mu  Lib,14,49,19,-14,8,56,341.30,39.78,5.31,2340,A1pSrCrEu,0
3398,3    Hya,8,35,28,-7,58,56,232.80,18.85,5.72,3688,A1pSrCrEu,0
3485,Del Vel,8,44,42,-54,42,30,272.08,-7.37,1.96,45,A1V,0
2891,66Alp Gem,7,34,36,31,53,18,187.44,22.48,1.98,47,A1V,0
4295,48Bet UMa,11,1,51,56,22,57,149.17,54.80,2.37,81,A1V,0
5671,Gam TrA,15,18,55,-68,40,46,315.71,-9.55,2.89,152,A1V,0
7950,2Eps Aqr,20,47,41,-9,29,45,37.68,-30.10,3.77,396,A1V,0
8585,7Alp Lac,22,31,18,50,16,57,101.26,-6.60,3.77,397,A1V,0
1251,38Nu  Tau,4,3,9,5,59,21,184.68,-33.06,3.91,471,A1V,0
8075,23The Cap,21,5,57,-17,13,58,31.31,-37.29,4.07,565,A1V,0
898,The2Eri,2,58,16,-40,18,16,247.85,-60.73,4.35,749,A1V,0
1568,7    Cam,4,57,17,53,45,8,154.47,6.68,4.47,867,A1V,0
4259,54    Leo,10,55,37,24,44,59,211.59,63.91,4.50,898,A1V,0
5842,21Iot Ser,15,41,33,19,40,13,31.42,50.45,4.52,923,A1V,0
2818,21    Lyn,7,26,43,49,12,41,168.71,25.75,4.64,1045,A1V,0
8135,Eps Mic,21,17,56,-32,10,21,13.20,-43.80,4.71,1143,A1V,0
4138,,10,30,20,-71,59,35,292.41,-12.07,4.74,1173,A1V,0
972,58Zet Ari,3,14,54,21,2,40,162.38,-30.62,4.89,1412,A1V,0
8717,50Rho Peg,22,55,14,8,48,57,80.79,-44.34,4.90,1437,A1V,0
1592,4Ome Aur,4,59,15,37,53,25,167.15,-2.88,4.94,1490,A1V,0
6923,39    Dra,18,23,55,58,48,2,87.88,26.44,4.98,1575,A1V,0
9062,Eta Tuc,23,57,35,-64,17,54,312.34,-51.84,5.00,1630,A1V,0
520,,1,46,6,-53,31,19,285.68,-61.74,5.04,1693,A1V,0
3909,8Gam Sex,9,52,30,-8,6,18,245.57,34.17,5.05,1722,A1V,0
5071,,13,29,25,-51,9,55,308.99,11.26,5.06,1741,A1V,0
1046,,3,30,0,55,27,7,144.14,-0.75,5.09,1796,A1V,0
433,48    Cet,1,29,36,-21,37,46,182.65,-79.72,5.12,1860,A1V,0
3163,8    Cnc,8,5,5,13,7,5,209.11,22.16,5.12,1865,A1V,0
2791,,7,18,34,-39,12,37,251.08,-11.94,5.25,2171,A1V,0
3720,,9,17,25,-74,53,40,290.24,-17.59,5.29,2282,A1V,0
670,62    And,2,19,17,47,22,48,137.99,-12.91,5.30,2298,A1V,0
4585,7    Vir,11,59,57,3,39,19,273.05,63.50,5.37,2480,A1V,0
4687,,12,18,50,75,9,38,125.72,41.79,5.38,2516,A1V,0
5468,33    Boo,14,38,50,44,24,16,78.76,62.42,5.39,2545,A1V,0
1189,,3,48,35,-37,37,20,240.17,-51.53,5.40,2563,A1V,0
8217,35    Vul,21,27,40,27,36,31,77.04,-16.60,5.41,2604,A1V,0
7209,14    Aql,19,2,55,-3,41,56,30.94,-4.23,5.42,2626,A1V,0
5332,,14,15,24,-18,12,3,329.44,40.31,5.43,2649,A1V,0
4334,,11,8,44,-28,4,50,276.87,29.54,5.44,2669,A1V,0
1835,,5,28,15,-37,13,50,241.75,-31.83,5.57,3106,A1V,0
5627,47    Boo,15,5,26,48,9,4,80.95,56.60,5.57,3118,A1V,0
317,28    Cet,1,6,5,-9,50,22,134.92,-72.37,5.58,3130,A1V,0
8319,48Lam Cap,21,46,32,-11,21,57,43.64,-43.91,5.58,3169,A1V,0
4238,,10,49,57,-34,3,29,276.00,22.38,5.61,3270,A1V,0
8790,Ups Gru,23,6,54,-38,53,32,357.92,-65.25,5.61,3282,A1V,0
6533,78    Her,17,31,50,28,24,27,52.06,28.91,5.62,3301,A1V,0
8328,11    Peg,21,47,14,2,41,10,59.38,-36.56,5.64,3383,A1V,0
1792,,5,24,28,-16,58,34,219.25,-26.64,5.65,3389,A1V,0
3136,,8,1,14,4,52,47,216.58,17.74,5.65,3396,A1V,0
4065,,10,19,5,-64,40,35,287.53,-6.46,5.67,3473,A1V,0
6381,,17,12,16,-39,30,25,347.40,-0.12,5.67,3485,A1V,0
4865,29    Com,12,48,54,14,7,21,300.20,76.98,5.70,3599,A1V,0
498,,1,42,3,-36,49,57,258.27,-75.56,5.72,3673,A1V,0
6627,,17,47,8,17,41,50,42.25,21.93,5.72,3698,A1V,0
5494,,14,46,29,-47,26,28,322.30,11.06,5.74,3777,A1V,0
5144,1    Boo,13,40,41,19,57,20,3.08,76.64,5.75,3820,A1V,0
7408,7Iot1Cyg,19,27,26,52,19,14,84.02,16.01,5.75,3836,A1V,0
6195,37    Her,16,40,39,4,13,11,20.82,30.87,5.77,3926,A1V,0
2160,,6,5,27,-35,30,49,241.98,-24.16,5.80,4067,A1V,0
2164,,6,6,6,-29,45,31,236.08,-22.22,5.81,4114,A1V,0
3383,,8,34,2,-2,9,6,227.29,21.58,5.81,4118,A1V,0
5871,,15,49,58,-48,54,43,330.51,4.16,5.84,4245,A1V,0
5467,,14,38,15,54,1,24,94.17,56.73,5.85,4288,A1V,0
8602,Sig2Gru,22,36,59,-40,35,28,358.27,-59.26,5.86,4334,A1V,0
3481,50    Cnc,8,46,56,12,6,36,214.84,31.06,5.87,4365,A1V,0
4225,,10,48,14,-31,41,18,274.38,24.27,5.88,4415,A1V,0
7086,,18,48,53,19,19,43,50.00,9.22,5.88,4432,A1V,0
6681,,17,56,19,-15,48,45,12.56,4.57,5.89,4482,A1V,0
3989,17    Sex,10,10,8,-8,24,30,249.45,37.19,5.91,4564,A1V,0
6246,,16,49,35,13,15,41,31.51,32.94,5.91,4589,A1V,0
6341,,17,3,39,13,36,19,33.50,29.95,5.93,4689,A1V,0
1440,,4,36,24,64,15,42,144.54,11.30,5.94,4719,A1V,0
4722,,12,25,12,-11,36,37,292.75,50.74,5.95,4792,A1V,0
1589,,5,4,40,74,4,1,137.98,19.19,5.96,4831,A1V,0
3676,,9,17,31,46,49,2,172.82,44.02,5.97,4898,A1V,0
1081,,3,30,37,-47,22,31,256.87,-53.00,5.99,4982,A1V,0
6432,,17,18,5,17,19,5,38.95,28.19,6.00,5066,A1V,0
2810,58    Gem,7,23,28,22,56,43,195.38,16.97,6.02,5152,A1V,0
5169,,13,43,55,52,3,52,104.91,63.19,6.02,5177,A1V,0
5220,,13,52,18,12,9,55,349.54,69.32,6.04,5267,A1V,0
8169,,21,21,22,32,36,46,79.80,-12.15,6.04,5288,A1V,0
8537,,22,23,0,62,25,12,106.66,4.33,6.04,5291,A1V,0
597,,2,9,25,81,17,45,125.99,18.89,6.05,5295,A1V,0
2129,,6,1,13,-25,25,4,231.28,-21.74,6.05,5312,A1V,0
7505,,19,43,10,30,40,43,65.81,3.52,6.05,5349,A1V,0
1027,65    Ari,3,24,26,20,48,13,164.58,-29.43,6.08,5476,A1V,0
5324,,14,15,1,-29,16,55,324.02,30.14,6.08,5501,A1V,0
2710,,7,11,51,5,39,17,210.20,7.11,6.09,5534,A1V,0
4070,42    Leo,10,21,50,14,58,32,224.49,53.21,6.12,5757,A1V,0
6642,,17,48,48,19,15,19,43.97,22.16,6.12,5772,A1V,0
4076,,10,22,13,-19,52,1,261.40,30.72,6.13,5816,A1V,0
8147,,21,17,2,53,59,51,94.64,3.35,6.13,5850,A1V,0
5234,,13,56,20,-54,7,55,312.44,7.54,6.14,5901,A1V,0
5342,,14,16,30,-3,11,47,340.32,53.39,6.15,5969,A1V,0
6089,,16,25,22,-63,7,29,324.55,-9.63,6.15,5973,A1V,0
4312,Eta Oct,10,59,14,-84,35,38,300.19,-22.33,6.19,6230,A1V,0
5696,,15,21,35,-40,44,59,331.30,13.71,6.20,6311,A1V,0
4490,,11,39,51,-14,28,7,278.08,44.92,6.21,6367,A1V,0
817,,2,44,21,-32,31,30,232.25,-65.00,6.22,6411,A1V,0
7199,,18,53,33,75,47,15,107.07,26.10,6.22,6462,A1V,0
3198,,8,10,59,14,37,46,208.24,24.08,6.23,6500,A1V,0
7784,,20,20,15,39,24,12,77.23,1.69,6.23,6522,A1V,0
44,,0,14,2,33,12,22,113.99,-29.02,6.25,6584,A1V,0
6041,,16,12,57,-4,13,15,8.10,32.17,6.25,6635,A1V,0
7085,,18,49,37,0,50,9,33.47,0.79,6.25,6641,A1V,0
3167,28    Lyn,8,7,10,43,15,37,176.84,31.52,6.26,6686,A1V,0
7351,,19,19,37,54,22,34,85.53,17.88,6.26,6714,A1V,0
8960,74    Peg,23,37,40,16,49,32,98.66,-42.54,6.26,6722,A1V,0
1700,,5,6,9,-73,2,16,284.67,-33.45,6.27,6736,A1V,0
7752,,20,16,3,38,53,52,76.36,2.08,6.27,6792,A1V,0
2457,,6,41,22,16,23,51,197.17,5.23,6.28,6812,A1V,0
2893,,7,34,5,10,34,6,208.18,14.21,6.28,6815,A1V,0
4003,,10,12,3,-28,36,23,265.45,22.43,6.28,6823,A1V,0
9042,25    Psc,23,53,5,2,5,26,94.93,-57.57,6.28,6862,A1V,0
3132,4Ome2Cnc,8,1,44,25,5,23,196.62,25.89,6.31,7037,A1V,0
4470,,11,36,41,-37,14,16,286.81,23.28,6.31,7048,A1V,0
2991,79    Gem,7,45,9,20,18,59,199.99,20.62,6.33,7196,A1V,0
4805,,12,38,4,3,16,57,294.73,65.94,6.33,7217,A1V,0
6036,,16,9,3,57,56,16,88.89,43.94,6.33,7232,A1V,0
8738,,22,58,43,7,20,23,80.50,-46.04,6.33,7253,A1V,0
6589,,17,41,11,15,10,41,39.15,22.25,6.34,7308,A1V,0
3818,7    Leo,9,35,53,14,22,47,218.36,42.85,6.36,7437,A1V,0
6696,,17,57,27,11,2,39,36.89,16.93,6.36,7451,A1V,0
3601,70    Cnc,9,4,10,27,53,54,198.10,40.08,6.38,7596,A1V,0
3854,,9,42,43,48,25,52,169.53,47.95,6.39,7678,A1V,0
4215,,10,48,50,65,7,56,141.38,47.36,6.39,7680,A1V,0
6521,,17,30,22,11,55,30,34.76,23.32,6.39,7697,A1V,0
7435,,19,39,52,-66,41,8,329.34,-29.51,6.39,7704,A1V,0
3832,34    Hya,9,37,52,-9,25,28,244.00,30.55,6.40,7745,A1V,0
6976,,18,34,48,10,53,30,40.82,8.60,6.40,7772,A1V,0
7090,,18,47,40,49,4,30,78.48,20.74,6.40,7774,A1V,0
7632,,19,56,45,50,54,9,84.82,11.31,6.43,7979,A1V,0
5792,,15,40,12,-70,13,40,316.36,-11.89,6.44,8030,A1V,0
4131,,10,33,44,53,29,51,157.30,53.44,6.45,8086,A1V,0
6156,34    Her,16,30,6,48,57,39,75.86,42.99,6.45,8103,A1V,0
3372,34    Cnc,8,32,40,10,3,58,215.27,27.02,6.46,8150,A1V,0
6383,,17,8,17,50,50,32,77.74,36.73,6.46,8169,A1V,0
5090,,13,31,33,-28,6,46,313.60,33.93,6.47,8207,A1V,0
4331,,11,8,16,-29,58,22,277.71,27.80,6.49,8324,A1V,0
5574,,14,57,4,21,33,19,28.80,60.93,6.49,8332,A1V,0
1058,Chi3For,3,28,12,-35,51,12,237.56,-55.71,6.50,8360,A1V,0
5163,,13,43,54,-5,29,56,326.12,54.99,6.51,8428,A1V,0
3230,,8,12,46,-29,54,39,248.50,2.33,6.52,8467,A1V,0
3412,37    Cnc,8,38,5,9,34,29,216.42,28.01,6.53,8504,A1V,0
3711,,9,21,15,15,22,16,215.29,40.00,6.53,8506,A1V,0
2346,,6,40,17,79,35,58,134.52,26.15,6.54,8542,A1V,0
4974,,13,9,50,62,13,45,119.22,54.77,6.54,8561,A1V,0
4861,28    Com,12,48,14,13,33,11,299.63,76.40,6.56,8629,A1V,0
7091,,18,49,14,25,2,47,55.30,11.58,6.59,8746,A1V,0
5578,17    Lib,14,58,13,-11,9,18,345.93,40.90,6.60,8766,A1V,0
323,,1,6,27,-35,39,39,283.32,-80.89,6.61,8778,A1V,0
8111,,21,18,16,-75,20,48,317.29,-35.15,6.63,8832,A1V,0
8186,,21,22,47,38,38,3,84.38,-8.15,6.63,8833,A1V,0
8004,,20,53,26,42,24,37,83.41,-1.49,6.66,8879,A1V,0
8101,,21,10,32,22,27,17,70.33,-17.15,6.68,8905,A1V,0
7379,,19,26,25,-14,33,4,23.64,-14.21,6.70,8930,A1V,0
4320,,11,6,39,-28,43,40,276.73,28.76,6.77,8990,A1V,0
5415,,14,28,33,28,17,27,41.69,68.51,7.12,9070,A1V,0
5414,,14,28,32,28,17,21,41.69,68.52,7.62,9091,A1V,0
4248,45Ome UMa,10,53,59,43,11,24,171.16,61.35,4.71,1139,A1V s,0
8343,14    Peg,21,49,51,30,10,27,82.57,-18.12,5.04,1708,A1V s,0
2103,60    Ori,5,58,50,0,33,11,206.35,-11.43,5.22,2088,A1V s,0
971,,3,15,21,30,33,24,156.23,-22.85,5.52,2924,A1V s,0
1752,,5,21,13,29,34,12,176.57,-4.12,5.76,3860,A1V s,0
2448,,6,38,35,-16,52,25,226.69,-10.37,6.03,5210,A1V s,0
7974,14    Del,20,49,48,7,51,51,54.75,-21.90,6.33,7244,A1V s,0
2272,,6,21,12,29,32,28,183.28,7.06,6.43,7933,A1V s,0
7981,,20,50,37,18,3,5,63.70,-16.21,6.52,8489,A1V s,0
6993,,18,37,36,0,18,34,31.08,2.94,5.75,3835,A1V+A1V,0
7048,,18,45,28,5,29,59,37.16,3.83,5.83,4214,A1V+A1V,0
5413,,14,30,21,-49,31,9,318.95,10.25,5.37,2482,A1V+B,0
6597,,17,44,42,-42,43,44,348.08,-6.99,5.87,4386,A1V+F0IV,0
676,,2,18,58,23,10,4,147.80,-35.44,6.46,8133,A1V+F3III,0
6367,,17,8,14,-1,4,46,19.49,22.26,6.06,5405,A1V+F3V,0
3416,,8,38,20,-6,39,45,232.02,20.16,6.51,8421,A1V+G,0
3402,,8,35,29,-26,50,37,248.82,8.18,5.96,4845,A1V+G-KIII,0
8652,,22,43,5,47,10,7,101.40,-10.27,6.39,7717,A1V+G:,0
2491,9Alp CMa,6,45,9,-16,42,58,227.22,-8.88,-1.46,1,A1Vm,0
3594,12Kap UMa,9,3,38,47,9,24,172.63,41.63,3.60,326,A1Vn,0
8028,58Nu  Cyg,20,57,10,41,10,2,82.91,-2.82,3.94,486,A1Vn,0
1544,2Pi 2Ori,4,50,37,8,54,1,189.82,-21.83,4.36,763,A1Vn,0
6789,23Del UMi,17,32,13,86,35,11,119.29,28.24,4.36,770,A1Vn,0
2155,18The Lep,6,6,9,-14,56,7,221.51,-16.64,4.67,1089,A1Vn,0
9013,,23,47,55,67,48,25,116.97,5.67,5.04,1711,A1Vn,0
875,,2,56,37,-3,42,44,180.36,-52.04,5.17,1979,A1Vn,0
4203,42    LMi,10,45,52,30,40,56,198.01,62.38,5.24,2145,A1Vn,0
2886,68    Gem,7,33,37,15,49,36,203.19,16.32,5.25,2174,A1Vn,0
1494,59    Per,4,42,54,43,21,54,160.95,-1.78,5.29,2273,A1Vn,0
310,74Psi1Psc,1,5,41,21,28,24,127.34,-41.28,5.34,2397,A1Vn,0
7124,50    Dra,18,46,22,75,26,2,106.61,26.50,5.35,2443,A1Vn,0
5085,,13,28,27,59,56,45,114.52,56.57,5.40,2572,A1Vn,0
8963,75    Peg,23,37,57,18,24,2,99.54,-41.11,5.53,2986,A1Vn,0
669,22The Ari,2,18,8,19,54,4,149.27,-38.50,5.62,3286,A1Vn,0
6511,,17,25,41,60,2,54,88.89,33.88,5.65,3415,A1Vn,0
5097,,13,32,36,-28,41,34,313.74,33.31,5.69,3551,A1Vn,0
254,66    Psc,0,54,35,19,11,18,123.96,-43.68,5.74,3752,A1VN,0
5167,,13,45,37,-26,6,58,317.84,35.18,5.81,4128,A1Vn,0
1559,,4,51,28,-34,54,23,237.34,-38.74,5.86,4312,A1Vn,0
586,52    Cas,2,2,53,64,54,5,130.42,3.07,6.00,5025,A1Vn,0
629,59    And,2,10,54,39,2,35,139.38,-21.28,6.10,5583,A1Vn,0
7313,,19,17,48,2,1,54,37.76,-4.93,6.19,6259,A1Vn,0
8491,,22,15,60,8,32,58,70.86,-38.13,6.21,6401,A1Vn,0
1929,,5,39,27,21,45,46,185.38,-4.95,6.34,7269,A1Vn,0
8856,,23,17,40,-11,42,47,63.38,-63.14,6.34,7335,A1Vn,0
53,,0,15,11,27,16,59,113.10,-34.90,6.35,7337,A1Vn,0
5693,,15,14,52,68,56,43,106.15,43.21,6.51,8432,A1Vn,0
3530,,8,51,28,-42,30,16,263.25,1.15,6.55,8595,A1Vn,0
7675,65    Sgr,20,5,26,-12,39,55,29.59,-22.06,6.55,8604,A1Vn,0
1565,,4,53,56,1,34,10,197.04,-25.08,6.61,8780,A1Vn,0
3437,,8,41,2,-9,3,7,234.54,19.43,6.63,8818,A1Vn,0
8525,,22,18,20,76,29,17,114.26,16.27,6.66,8882,A1Vn,0
1,,0,5,10,45,13,45,114.44,-16.88,6.70,8917,A1Vn,0
128,,0,32,27,43,29,41,119.29,-19.24,6.70,8918,A1Vn,0
2327,,6,26,59,0,50,27,209.38,-5.05,6.71,8937,A1Vn,0
664,9Gam Tri,2,17,19,33,50,50,142.65,-25.71,4.01,519,A1Vnn,0
3410,4Del Hya,8,37,39,5,42,13,220.26,26.18,4.16,614,A1Vnn,0
3008,11    CMi,7,46,16,10,46,6,209.33,17.00,5.30,2307,A1Vnn,0
8451,,22,10,21,-3,53,39,56.90,-45.11,6.27,6801,A1Vnn,0
6827,,18,11,7,60,24,34,89.43,28.26,6.49,8340,A1Vnn,0
6186,17    Dra,16,36,14,52,55,27,80.97,41.48,6.53,8518,A1Vnn,0
4391,,11,22,51,64,19,50,137.71,50.18,6.02,5169,A1Vnp,0
8947,15    And,23,34,38,40,14,11,107.40,-20.31,5.59,3215,A1Vp,0
541,,1,50,55,-50,12,22,280.70,-64.28,5.94,4713,A1Vp,0
4380,55    UMa,11,19,8,38,11,8,177.34,67.74,4.78,1229,A1Vp:,0
1229,,3,59,40,38,49,14,158.42,-10.75,6.38,7574,A1Vp:,0
5054,79Zet UMa,13,23,56,54,55,31,113.11,61.58,2.27,75,A1VpSrSi,0
1181,28Tau7Eri,3,47,40,-23,52,29,218.37,-50.30,5.24,2138,A2,0
3308,,8,24,55,-23,9,13,244.38,8.36,5.68,3510,A2,0
1968,12    Lep,5,42,14,-22,22,25,226.52,-24.73,5.87,4349,A2,0
2026,,5,49,54,-22,58,18,227.82,-23.29,5.87,4350,A2,0
1410,,4,26,57,-24,4,53,222.00,-41.69,6.11,5658,A2,0
